,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,1.52475,1.5381200000000002,1.41079,1.2444,1.0394700000000001,0.868676,0.664257,0.48980100000000004,0.268549,0.0724901,-0.0463959,0.028986099999999997,0.166206,0.26063400000000003,0.256348,0.123019,-0.0583866,-0.23025500000000002,-0.45360600000000006,-0.6459779999999999,-0.918926,-1.13533,-1.25795,-1.03296,-0.776251,-0.5945239999999999,-0.451187,-0.35480900000000004,-0.36339,-0.40562800000000004,-0.45764099999999996,-0.5798449999999999,-0.681145,-0.8856280000000001,-0.993642,-1.15211,-1.30105,-1.44729,-1.5196100000000001,-1.49546,-1.3026,-1.07644,-0.8770600000000001,-0.639059,-0.508446,-0.44555200000000006,-0.419936,-0.3843,-0.371736,-0.318939,-0.305377,-0.22229899999999997,0.0038986999999999993,0.182015,0.38437899999999997,0.555369,0.7660819999999999,0.9518120000000001,1.17426,1.36459,1.5592700000000002,1.64527,1.8800299999999999,2.07113,2.30143,2.42719,2.20551,2.01258,1.7771299999999999,1.5884200000000002,1.3841,1.21351,1.0102799999999998,0.85093,0.649439,0.47711400000000004,0.27111199999999996,0.10491600000000001,-0.057679999999999995,-0.297727,-0.500232,-0.666846,-0.763824,-0.8465299999999999,-0.918926,-0.996642,-1.0871899999999999,-1.2493,-1.49546,-1.6914200000000001,-1.89405,-1.8456,-1.7275200000000002,-1.53795,-1.38944,-1.21651,-1.06816,-0.896143,-0.723038,-0.526327,-0.37199699999999997,-0.22503099999999998,-0.12119,-0.00906572,0.0761086,0.14966,0.0436273,-0.11303099999999999,-0.319195,-0.559651,-0.508446,-0.32433,-0.0853535,0.10155299999999999,0.323673,0.495225,0.68724,0.832923,0.857708,0.760649,0.521033,0.362176,0.561489,0.7416699999999999,0.95521,1.09676,1.32531,1.4842600000000001
1,2.21493,2.05051,1.84235,1.6359,1.43259,1.2853700000000001,1.14326,1.0067,0.8341049999999999,0.712422,0.611147,0.44227299999999997,0.262475,0.122618,-0.00533542,-0.120182,-0.176985,-0.29326599999999997,-0.490828,-0.5910350000000001,-0.642692,-0.602179,-0.6145609999999999,-0.692719,-0.7141029999999999,-0.765264,-0.802808,-0.858044,-0.9702790000000001,-1.02095,-1.0577,-1.07997,-1.08743,-1.07997,-1.10853,-1.12127,-1.11796,-1.09867,-1.0855700000000001,-1.03881,-1.02049,-0.9434889999999999,-0.8923690000000001,-0.7888350000000001,-0.7087439999999999,-0.645519,-0.535866,-0.439909,-0.351717,-0.20927600000000002,-0.0941698,0.053337,0.161679,0.319307,0.38860100000000003,0.468862,0.5081479999999999,0.712137,0.917623,1.07095,1.27647,1.482,1.6872900000000002,1.89305,2.10033,2.05494,1.84717,1.6444599999999998,1.43654,1.28257,1.0773,0.8695649999999999,0.662209,0.464945,0.43317100000000003,0.310252,0.149675,0.00411122,-0.0765825,-0.20927600000000002,-0.305685,-0.439909,-0.5637310000000001,-0.645519,-0.7422850000000001,-0.8249549999999999,-0.9306270000000001,-0.984217,-1.02049,-1.0837,-1.10995,-1.09867,-1.11796,-1.12127,-1.10853,-1.07997,-1.08743,-1.1312200000000001,-1.10853,-1.07113,-1.06881,-1.02049,-0.944823,-0.902874,-0.846831,-0.8194030000000001,-0.695589,-0.640271,-0.570042,-0.485818,-0.357652,-0.279435,-0.203578,-0.0986659,-0.047448000000000004,0.0682845,0.246321,0.427397,0.5979979999999999,0.712422,0.876184,1.00053,1.14326,1.3399299999999998,1.54185,1.7536,1.96243,2.16735
2,1.87201,1.7263700000000002,1.57364,1.3969,1.25221,1.08376,0.955383,0.796125,0.718198,0.551916,0.420483,0.383365,0.271921,0.24162399999999998,0.16389,0.076636,0.0168976,-0.0320771,-0.026393700000000003,-0.05242430000000001,-0.10893499999999999,-0.178547,-0.18156,-0.22893200000000002,-0.253255,-0.334752,-0.337967,-0.39515700000000004,-0.49846899999999994,-0.559765,-0.703438,-0.842714,-1.0114299999999998,-1.13574,-1.2997,-1.4025,-1.5298100000000001,-1.63363,-1.74343,-1.75763,-1.7469599999999998,-1.69248,-1.5723799999999999,-1.38856,-1.23632,-1.0525799999999998,-0.8989389999999999,-0.714188,-0.559765,-0.37443699999999996,-0.18892,-0.033855699999999996,0.149784,0.30285700000000004,0.488516,0.6415609999999999,0.823507,0.976685,1.15917,1.34204,1.49535,1.6785700000000001,1.83192,2.01514,1.92465,1.7416200000000002,1.58657,1.40163,1.24813,1.0642,0.880548,0.72719,0.543164,0.389812,0.205794,0.0519326,-0.13211199999999998,-0.285482,-0.46952299999999997,-0.652864,-0.804913,-0.986776,-1.13696,-1.31618,-1.4629299999999998,-1.5822100000000001,-1.63543,-1.63363,-1.5668600000000001,-1.51031,-1.37333,-1.25239,-1.14431,-1.00383,-0.8286709999999999,-0.744849,-0.561542,-0.40507,-0.296518,-0.175725,-0.170842,-0.0592418,-0.00677293,-0.05780509999999999,0.0121802,-0.0315438,-0.0145332,0.028394599999999996,0.035165300000000003,-0.00959225,0.0866938,0.014976699999999999,0.129247,0.125893,0.20253,0.23388,0.341121,0.40694,0.543164,0.660779,0.731471,0.8654440000000001,0.978358,1.1580700000000002,1.3096,1.49456,1.65084,1.83943
3,1.73102,1.7022,1.55301,1.38721,1.14458,0.9513780000000001,0.733035,0.559737,0.853391,1.0372700000000001,0.9921059999999999,0.850359,0.643288,0.447572,0.203427,-0.034712099999999996,-0.271441,-0.5842109999999999,-0.529153,-0.31482899999999997,-0.11401700000000001,0.0231503,0.034173699999999994,-0.0996253,-0.29046,-0.44916300000000003,-0.652308,-0.8853139999999999,-1.0570899999999999,-1.2445899999999999,-1.47733,-1.6462400000000001,-1.82538,-1.64356,-1.46292,-1.2256200000000002,-0.993419,-0.7875340000000001,-0.722587,-0.669895,-0.629762,-0.608209,-0.627892,-0.6225569999999999,-0.589729,-0.5766100000000001,-0.597897,-0.33079400000000003,-0.10780899999999999,0.09641849999999999,0.324245,0.528536,0.741013,0.978901,1.19515,1.44407,1.58402,1.80493,2.02503,2.2474,2.1479,1.9307299999999998,1.77065,1.6291,1.46018,1.2502,1.0392,0.8651610000000001,0.651099,0.41917,0.22506199999999998,0.09911589999999999,-0.0767391,0.018475099999999998,0.114015,0.11546,0.0182624,-0.00993693,-0.0316855,-0.084642,-0.21122,-0.50689,-0.709032,-0.912529,-1.02613,-1.17591,-1.38995,-1.29722,-1.21759,-1.09998,-0.980349,-0.797816,-0.694454,-0.640741,-0.605561,-0.6225569999999999,-0.829807,-1.03375,-1.2986799999999998,-1.55977,-1.7760900000000002,-1.67878,-1.5425200000000001,-1.3118100000000001,-1.0755,-0.860773,-0.635915,-0.392886,-0.18043199999999998,0.0259098,0.21626399999999998,0.425962,0.578225,0.59824,0.412365,0.14095,-0.143453,-0.32936,-0.157605,0.102225,0.31706,0.5695359999999999,0.7863140000000001,0.998449,1.21775,1.3388,1.5837299999999999,1.6885599999999998
4,1.84267,1.7494299999999998,1.59356,1.42051,1.2684,1.1187200000000002,0.972792,0.8324940000000001,0.711975,0.584576,0.44872799999999996,0.346352,0.250458,0.161768,0.12438099999999999,0.0523161,0.00568788,-0.0204252,-0.09020089999999999,-0.0940669,-0.128418,-0.195168,-0.182313,-0.229048,-0.282493,-0.289433,-0.320721,-0.397488,-0.44503400000000004,-0.48114300000000004,-0.5633090000000001,-0.7145,-0.839717,-0.914633,-1.06069,-1.18543,-1.29722,-1.4132,-1.49048,-1.57035,-1.59174,-1.55877,-1.4479899999999999,-1.2939,-1.1411799999999999,-0.986525,-0.8328559999999999,-0.658613,-0.504386,-0.349855,-0.19508399999999998,-0.0400401,0.115226,0.289984,0.446046,0.601695,0.757402,0.914118,1.09046,1.24769,1.40514,1.56277,1.72058,1.87503,2.04065,1.91772,1.75645,1.59781,1.43708,1.27678,1.09943,0.9415180000000001,0.7838,0.6263,0.470287,0.29378699999999996,0.137906,-0.018784799999999997,-0.174451,-0.330029,-0.48549799999999993,-0.660209,-0.815248,-0.9704139999999999,-1.1254600000000001,-1.28035,-1.45475,-1.60792,-1.67588,-1.7193200000000002,-1.68396,-1.6015,-1.50488,-1.3692,-1.2392100000000001,-1.1272,-0.981439,-0.8134979999999999,-0.736838,-0.591892,-0.569071,-0.4402,-0.41358599999999995,-0.367588,-0.36950700000000003,-0.34289400000000003,-0.319204,-0.23770700000000003,-0.190118,-0.186757,-0.117318,-0.09108630000000001,-0.0174577,0.07278530000000001,0.144057,0.189223,0.321837,0.41657799999999995,0.546884,0.635829,0.755926,0.8958389999999999,1.04154,1.18839,1.33839,1.5108,1.6656099999999998,1.82264
5,1.26744,1.23729,1.1555799999999998,1.05395,1.0248,1.03691,0.9918299999999999,0.9363239999999999,1.00936,0.9224190000000001,0.8253790000000001,0.810666,0.661687,0.7604609999999999,0.772646,0.7790630000000001,0.691773,0.809438,0.8294940000000001,0.7744479999999999,0.758088,0.771181,0.6713939999999999,0.580716,0.644645,0.54706,0.42929700000000004,0.357644,0.41147799999999995,0.263418,0.0339955,0.0330399,-0.10827,-0.23873899999999998,-0.39271300000000003,-0.596359,-0.780536,-0.9271729999999999,-1.03949,-1.18963,-1.32437,-1.47976,-1.60086,-1.6774200000000001,-1.65638,-1.78541,-1.6101299999999998,-1.42508,-1.27664,-1.08125,-0.88236,-0.6754140000000001,-0.462079,-0.24362899999999998,-0.021038,0.20819000000000001,0.446547,0.685106,0.939793,1.1554799999999998,1.39011,1.62984,1.81575,1.9204400000000001,1.7723799999999998,1.58997,1.50801,1.3758299999999999,1.16208,0.9620620000000001,0.7363270000000001,0.48481199999999997,0.2381,0.00121832,-0.228095,-0.45635699999999996,-0.67747,-0.8940469999999999,-1.10524,-1.31545,-1.48725,-1.6817099999999998,-1.79686,-1.75742,-1.7208,-1.6582400000000002,-1.6016299999999999,-1.52241,-1.4763899999999999,-1.47976,-1.40408,-1.3101200000000002,-1.25597,-1.1774799999999999,-1.04857,-0.937176,-0.985295,-0.791955,-0.592364,-0.519757,-0.337996,-0.20574,-0.273875,-0.235335,-0.12353,-0.156717,-0.10827,-0.018819799999999998,-0.0713331,0.038224400000000006,0.10694300000000001,0.212348,0.21481399999999998,0.341621,0.34788800000000003,0.434199,0.534187,0.6206430000000001,0.5913229999999999,0.700378,0.699461,0.682575,0.745635,0.752319,0.831828,0.893381,1.0282,1.23729
6,1.8478700000000001,1.69302,1.44193,1.24517,1.09384,0.861427,0.661872,0.6013270000000001,0.576477,0.45048999999999995,0.41785900000000004,0.247648,0.137157,-0.0206197,-0.170913,-0.295575,-0.42009799999999997,-0.6373,-0.765468,-0.899225,-1.05872,-1.14234,-1.26588,-1.27949,-1.37253,-1.32891,-1.44692,-1.46196,-1.5310700000000002,-1.51414,-1.2891,-1.18757,-1.26676,-1.23984,-1.25584,-1.17388,-1.15831,-1.0735700000000001,-0.995411,-0.9090889999999999,-0.8362459999999999,-0.7645,-0.6900970000000001,-0.60383,-0.423525,-0.36066,-0.201903,-0.0393569,0.053859199999999996,0.231039,0.37917399999999996,0.497674,0.656378,0.752397,0.900699,1.02251,1.16603,1.31661,1.43798,1.52915,1.57285,1.6844400000000002,1.7044700000000002,1.6600400000000002,1.6504599999999998,1.64913,1.62681,1.8385900000000002,1.7223700000000002,1.47584,1.2577,1.04187,0.819782,0.686746,0.563887,0.452004,0.32003899999999996,0.17186600000000002,0.061948800000000005,-0.052281799999999996,-0.18121700000000002,-0.337599,-0.4298,-0.559982,-0.683783,-0.768375,-0.892963,-0.963872,-0.995411,-1.05273,-0.9972549999999999,-1.09276,-1.04711,-1.0679,-1.03682,-1.0706200000000001,-1.03623,-1.09335,-1.02749,-0.9162809999999999,-0.9878129999999999,-0.8805850000000001,-0.727154,-0.734186,-0.64322,-0.673913,-0.582914,-0.50322,-0.352285,-0.21024400000000001,-0.0418496,0.112748,0.103376,0.202772,0.38305700000000004,0.319137,0.413362,0.47076999999999997,0.433083,0.586711,0.718512,0.767724,0.9520709999999999,1.0333700000000001,1.19444,1.3970200000000002,1.62815,1.8251099999999998
7,1.9725599999999999,1.93798,1.9869900000000003,1.91005,1.8754099999999998,1.65135,1.7165400000000002,1.43064,1.24184,1.21176,0.921425,0.564867,0.622592,0.554107,0.384975,0.07331549999999999,-0.303539,-0.588427,-0.34562800000000005,-0.233438,-0.23969400000000002,-0.408631,-0.7024279999999999,-0.91522,-0.771019,-0.765682,-0.8214110000000001,-1.0962,-1.1052,-0.9955940000000001,-0.937707,-0.9059870000000001,-0.9739260000000001,-1.04506,-1.1686,-1.29182,-1.34391,-1.4008200000000002,-1.42751,-1.1483299999999999,-0.873848,-0.518699,-0.172328,0.184501,0.482018,0.584674,0.686481,0.5858270000000001,0.5188560000000001,0.41639499999999996,0.334014,0.27920100000000003,0.154433,0.09281610000000001,-0.030276400000000002,-0.13014,-0.285315,-0.421059,-0.10786300000000001,0.222886,0.514015,0.825416,1.16747,1.4595,1.7408599999999999,1.73938,1.43575,1.08162,0.793036,0.46586000000000005,0.11151199999999999,-0.175798,-0.500983,-0.36995100000000003,-0.237933,-0.20831,-0.11546700000000001,-0.08664069999999999,6.1004899999999996e-05,-0.0315837,-0.0465508,0.060148099999999996,0.13428299999999999,0.100812,-0.00495048,-0.30095900000000003,-0.580785,-0.8859819999999999,-1.17108,-1.38994,-1.607,-1.66808,-1.63352,-1.55437,-1.55437,-1.5263200000000001,-1.4218899999999999,-1.3754,-1.25245,-1.17879,-1.0573,-1.16315,-1.35962,-1.1411799999999999,-0.883232,-0.6691199999999999,-0.47196800000000005,-0.15751700000000002,0.0680164,0.173069,0.0563006,-0.154446,-0.373985,-0.34663,-0.00495048,0.29701700000000003,0.6048979999999999,0.856196,1.04298,1.07921,0.9307030000000001,1.00514,1.33562,1.58948,1.52895,1.6862700000000002,1.7327700000000001,1.9226599999999998
8,1.25118,1.17319,1.0283,0.8750819999999999,0.890066,0.742203,0.6862050000000001,0.774122,0.729525,0.619544,0.718881,0.612283,0.585964,0.63827,0.5163810000000001,0.5152100000000001,0.43282200000000004,0.33531700000000003,0.433421,0.33794,0.21396700000000002,0.15529600000000002,0.20915799999999998,0.011062899999999999,-0.0363148,-0.0511125,-0.211864,-0.362087,-0.49926899999999996,-0.6925140000000001,-0.745742,-0.617915,-0.737541,-0.9027219999999999,-1.04829,-1.23827,-1.33921,-1.3692,-1.45464,-1.56142,-1.6833799999999999,-1.75558,-1.7262099999999998,-1.53102,-1.31006,-1.11476,-0.919465,-0.729371,-0.5071,-0.320283,-0.13539,0.0518106,0.273002,0.46327799999999997,0.656337,0.853231,1.08579,1.28941,1.49171,1.69518,1.92671,2.12669,2.12759,1.95817,1.7055900000000002,1.48747,1.27739,1.07355,0.8356870000000001,0.6327470000000001,0.433421,0.23853600000000003,0.0143088,-0.176101,-0.366773,-0.556715,-0.780699,-0.9753430000000001,-1.16985,-1.36416,-1.58846,-1.7805900000000001,-1.8468200000000001,-1.7890400000000002,-1.7522799999999998,-1.66632,-1.5851899999999999,-1.45997,-1.32197,-1.20531,-1.19502,-1.04829,-0.8922030000000001,-0.8626389999999999,-0.9929459999999999,-0.815272,-0.627654,-0.464736,-0.5114380000000001,-0.41648599999999997,-0.19328399999999998,-0.00883047,0.08452230000000001,0.0274277,0.011746600000000001,0.178214,0.281484,0.270642,0.39118200000000003,0.356854,0.380235,0.523401,0.476185,0.450769,0.580217,0.731595,0.729525,0.710149,0.855101,0.8645709999999999,0.780392,0.861773,0.996606,0.9383389999999999,0.953084,1.0733,1.1084100000000001,1.2164
9,2.3634,2.2053700000000003,1.91305,1.67173,1.43185,1.15099,0.97567,0.858491,0.7135199999999999,0.564053,0.43636199999999997,0.353555,0.252037,0.122651,-0.00978062,-0.0855888,-0.18778,-0.301383,-0.37051,-0.488339,-0.588993,-0.6402939999999999,-0.74156,-0.838267,-0.798107,-0.866416,-0.9657479999999999,-1.06949,-1.14216,-1.15483,-1.2071,-1.18728,-1.24825,-1.19689,-1.17798,-1.14475,-1.13297,-1.1146399999999999,-1.08165,-1.0145,-0.9085840000000001,-0.8492360000000001,-0.836397,-0.730859,-0.618635,-0.557034,-0.479454,-0.31946599999999997,-0.212902,-0.0674363,0.080789,0.18320799999999998,0.323151,0.44438999999999995,0.568079,0.643642,0.769371,0.8241209999999999,0.837009,1.07532,1.3229600000000001,1.6136700000000002,1.8517400000000002,2.0333,1.92362,1.6818400000000002,1.4379600000000001,1.14898,0.954601,1.0494,1.01274,0.937051,0.8785620000000001,0.731545,0.5857600000000001,0.476386,0.308834,0.17219,-0.0513802,-0.11431199999999998,-0.25012199999999996,-0.412862,-0.49155200000000004,-0.61457,-0.760152,-0.8570120000000001,-0.9402149999999999,-0.9972620000000001,-1.04667,-1.1021,-1.1606,-1.15974,-1.1551200000000001,-1.1649399999999999,-1.15974,-1.14331,-1.15339,-1.10124,-1.12494,-1.0893,-1.0399399999999999,-0.9632700000000001,-0.930373,-0.8836649999999999,-0.80155,-0.72643,-0.6125390000000001,-0.512117,-0.474525,-0.421621,-0.348156,-0.259766,-0.157248,-0.08149880000000001,0.0454605,0.22641,0.249479,0.349162,0.48966400000000004,0.508608,0.690124,0.891524,1.09893,1.35911,1.58299,1.8146900000000001,2.08989,2.3195099999999997
