0,4
1,11
2,13
3,4
4,13
5,8
6,3
7,14
8,8
9,11
10,13
11,8
12,9
13,13
14,9
15,5
16,9
17,6
18,5
19,3
20,2
21,12
22,10
23,14
24,7
25,7
26,11
27,3
28,6
29,12
30,11
31,14
32,6
33,10
34,12
35,1
36,2
37,8
38,15
39,14
40,4
41,2
42,5
43,11
44,2
45,4
46,2
47,12
48,15
49,15
50,5
51,14
52,10
53,13
54,9
55,14
56,15
57,15
58,4
59,6
60,5
61,4
62,12
63,5
64,9
65,5
66,8
67,3
68,1
69,15
70,2
71,3
72,9
73,5
74,8
75,7
76,14
77,15
78,3
79,15
80,4
81,15
82,15
83,12
84,2
85,6
86,15
87,7
88,1
89,5
90,4
91,8
92,1
93,5
94,11
95,13
96,11
97,4
98,2
99,13
100,11
101,8
102,9
103,10
104,2
105,3
106,13
107,4
108,7
109,13
110,9
111,1
112,3
113,4
114,15
115,9
116,6
117,11
118,4
119,5
120,6
121,2
122,12
123,13
124,1
125,8
126,15
127,5
128,9
129,13
130,13
131,11
132,5
133,10
134,7
135,11
136,5
137,8
138,5
139,14
140,12
141,10
142,9
143,8
144,1
145,9
146,11
147,14
148,14
149,13
150,2
151,7
152,4
153,4
154,1
155,7
156,9
157,5
158,9
159,11
160,8
161,9
162,14
163,15
164,10
165,1
166,15
167,12
168,2
169,13
170,6
171,7
172,14
173,6
174,2
175,3
176,9
177,13
178,6
179,1
180,13
181,1
182,15
183,7
184,7
185,14
186,6
187,15
188,1
189,12
190,14
191,8
192,14
193,13
194,4
195,13
196,13
197,4
198,10
199,13
200,4
201,4
202,12
203,7
204,6
205,9
206,5
207,10
208,15
209,3
210,1
211,15
212,6
213,11
214,11
215,13
216,5
217,6
218,2
219,11
220,12
221,2
222,5
223,12
224,8
225,3
226,8
227,11
228,3
229,6
230,8
231,12
232,10
233,14
234,11
235,2
236,11
237,12
238,6
239,3
240,6
241,12
242,7
243,5
244,4
245,10
246,9
247,14
248,11
249,5
250,14
251,3
252,7
253,2
254,8
255,7
256,14
257,8
258,2
259,13
260,14
261,5
262,2
263,1
264,6
265,9
266,11
267,12
268,12
269,14
270,3
271,11
272,6
273,9
274,2
275,11
276,11
277,10
278,12
279,12
280,13
281,6
282,4
283,9
284,3
285,2
286,7
287,1
288,12
289,4
290,14
291,4
292,3
293,11
294,3
295,12
296,4
297,15
298,15
299,5
300,1
301,4
302,6
303,7
304,4
305,12
306,10
307,10
308,9
309,9
310,2
311,10
312,15
313,4
314,5
315,14
316,14
317,14
318,11
319,8
320,9
321,14
322,11
323,15
324,8
325,14
326,8
327,4
328,13
329,11
330,3
331,7
332,12
333,12
334,13
335,14
336,2
337,8
338,11
339,8
340,2
341,1
342,2
343,8
344,5
345,14
346,7
347,3
348,14
349,14
350,8
351,6
352,1
353,14
354,9
355,6
356,6
357,2
358,8
359,10
360,1
361,9
362,10
363,5
364,1
365,3
366,4
367,1
368,2
369,5
370,15
371,12
372,9
373,1
374,7
375,10
376,12
377,14
378,11
379,9
380,13
381,13
382,8
383,2
384,3
385,3
386,8
387,11
388,5
389,5
390,12
391,3
392,10
393,7
394,6
395,11
396,12
397,15
398,4
399,4
400,14
401,8
402,3
403,9
404,10
405,4
406,14
407,12
408,4
409,4
410,3
411,6
412,7
413,10
414,7
415,6
416,12
417,15
418,5
419,14
420,15
421,13
422,14
423,15
424,8
425,10
426,4
427,12
428,3
429,2
430,12
431,5
432,15
433,2
434,10
435,5
436,14
437,2
438,1
439,5
440,7
441,1
442,1
443,3
444,3
445,10
446,13
447,15
448,15
449,13
450,7
451,12
452,9
453,14
454,14
455,3
456,7
457,9
458,13
459,2
460,10
461,2
462,12
463,10
464,6
465,2
466,8
467,3
468,1
469,11
470,7
471,2
472,12
473,4
474,14
475,3
476,1
477,15
478,3
479,7
480,1
481,9
482,6
483,6
484,13
485,12
486,14
487,15
488,15
489,11
490,1
491,15
492,3
493,2
494,3
495,9
496,12
497,11
498,4
499,13
